name,price,location,sold,link,date
MSI ALPHA 15 A3DDK | R7 3750H 8GB 512ssd RX5500M 4GB W10 15.6FHD 144Hz,14.499.000,Jakarta Utara,93,https://www.tokopedia.com/amd-id/msi-alpha-15-a3ddk-r7-3750h-8gb-512ssd-rx5500m-4gb-w10-15-6fhd-144hz?whid=0,22-01-2021
MSI ALPHA 15 A3DDK [9S7-16U622-060] RYZEN 7-3750H 512GB RX5500M 4GB,14.999.000,Jakarta Pusat,6,https://www.tokopedia.com/msi-official/msi-alpha-15-a3ddk-9s7-16u622-060-ryzen-7-3750h-512gb-rx5500m-4gb?whid=0,22-01-2021
Laptop MSI ALPHA 15 A3DC R7 3750H 8GB 512ssd RX5500M 4GB 15.6FHD 144Hz,13.999.000,Jakarta Utara,5,https://www.tokopedia.com/mimomart/laptop-msi-alpha-15-a3dc-r7-3750h-8gb-512ssd-rx5500m-4gb-15-6fhd-144hz?whid=0,22-01-2021
Laptop Gaming MSI Alpha 15 [9S7-16U622-060]|R7-3750H|8GB|512GB|RX5500M,14.899.000,Makassar,4,https://www.tokopedia.com/smartmediacom/laptop-gaming-msi-alpha-15-9s7-16u622-060-r7-3750h-8gb-512gb-rx5500m?whid=0,22-01-2021
"MSI Alpha 15 A3DDK-060ID R7-3750H/512GB/16GB/RX5500M/15""144Hz/W10H",15.999.000,Jakarta Pusat,4,https://www.tokopedia.com/infonetmanggadua/msi-alpha-15-a3ddk-060id-r7-3750h-512gb-16gb-rx5500m-15-144hz-w10h?whid=0,22-01-2021
MSI ALPHA 15 A3DD-AMD R7 3750H-8GB-512 SSD-RX 5500M 4GB-FHD-144HZ,14.025.000,Jakarta Pusat,1,https://www.tokopedia.com/royallcom/msi-alpha-15-a3dd-amd-r7-3750h-8gb-512-ssd-rx-5500m-4gb-fhd-144hz?whid=0,22-01-2021
"MSI ALPHA 15 A3DD RYZEN 7 3750H|8GB|512GB SSD|RX5500M 4GB|15""FHD 144Hz",14.699.000,Jakarta Pusat,1,https://www.tokopedia.com/kbm24store/msi-alpha-15-a3dd-ryzen-7-3750h-8gb-512gb-ssd-rx5500m-4gb-15-fhd-144hz?whid=0,22-01-2021
MSI Alpha 15 A3DDK - 9S7-16U622-060,14.999.000,Jakarta Pusat,5,https://www.tokopedia.com/cockomputer/msi-alpha-15-a3ddk-9s7-16u622-060?whid=0,22-01-2021
MSI ALPHA 15 A3DDK | R7 3750H 8GB 512ssd RX5500M 4GB W10 15.6FHD 144Hz,13.999.000,Jakarta Utara,1,https://www.tokopedia.com/rexngo/msi-alpha-15-a3ddk-r7-3750h-8gb-512ssd-rx5500m-4gb-w10-15-6fhd-144hz?whid=0,22-01-2021
"MSI ALPHA 15 A3DDK Ryzen 7 3750H 512GB-SSD 8GB RX5500M-4GB 15.6"" FHD",15.402.000,Malang,1,https://www.tokopedia.com/gasol/msi-alpha-15-a3ddk-ryzen-7-3750h-512gb-ssd-8gb-rx5500m-4gb-15-6-fhd?whid=0,22-01-2021
LAPTOP MSI GF63 9SCSR 882 i7-9750H 8GB 512GB GTX1650Ti 4GB WIN 10,13.095.000,Surabaya,6,https://ta.tokopedia.com/promo/v1/clicks/8a-xgVY2gmUEosKfosKFHAHDUMVj9RzNrc1i6sJDUSC5rfB7q3YXUsthbm-7q3OBUsthosJhHpJpoA1fbm-srcHi6s1Fbm-0g9BRQR-j9fBjUstRo_jfoAnpbm-xgVYpyfYagZUEHsyRbsUaoprO6AJFo_rOHsefbm-pHOYDQfri6i-B812kgJxGgBBXZSgjH7NDZ325q1OAZ9o-Q1dFyfFN8B29zSBgHMP2_fB-8jhkZ9BozVBd_uz08JNkZ_-6zJJOZ3BRq3JausujHsBN3jyN8Bja69Bq17jfZ32CP1OJ__V-q9P2yM7NPujau3Bvq120_1zDQJOI192qepV03jPZq1h11MBouOV7_7z0POB2HI2qzJ1a_jPuo1YIuMWozOV2_JoGPMoWQcNxupuM3jP3POKaQcW-qMY2_1o-r7BW69BxufzFyMFNPfoW63Wju7dF3A-Dq7BkQfBoe7BpZ37N83V9gICiQABEy1rNPOKaQcW-qMY2_1o-r7BXzsVq3JtO3AoZqVtp_3Bvq12agJyNPfVUZMxsHBu2_JoG8Bja69BqusB2yf7NHfHau3Bvq1BRZ3BRq3Ha_SgsQugMyp-3qcoW_MY-qMY2_32gH7hkZ9B68MHh_7zVP7N1ypVoqBJaZ3dFvZUDUSupg9-wq3ei6iUFUiFiy3hSUstiqRzwrcxay9oBUiFiQSuWyMua9fYM9fVjraUEHZFiQSuWyMua9fVjrOYag9Ji6sUFbm-sy9zwq3zpUs2QHsjRbAHdoArDoAnF6V7DUMNwyfVXgcBjy9zB9fVjraUEHZFiy3-wPcupPmUEUjdibm-FQRo79fVDgaUEUMzBgiUDUSgBrSo2Qfdi6i-fHiUDUMoxPcuSQR-N9RoOgfPBrRzwy9z7rMBiP9zBUs2QUseFHAKibmUp6_KaUiFioAnF6ZUDUsHFHiUDUsHNHAUi997?keywords=msi+alpha&page=1&dv=desktop&is_search=1&ob=23&management_type=1&r=https%3A%2F%2Fwww.tokopedia.com%2Fdutasarana168%2Flaptop-msi-gf63-9scsr-882-i7-9750h-8gb-512gb-gtx1650ti-4gb-win-10%3Fsrc%3Dtopads&src=search&t=desktop,22-01-2021
